rank,feature_id,mean_normalized_attribution_contrast_repeat_minus_first_occurrence,contrast_to_task_sd,support_tasks_either_boundary,positive_contrast_tasks,positive_contrast_fraction_over_support,repeat_mean_normalized_attribution,sham_mean_normalized_attribution
244,15598,0.00024980385205708444,0.2748561203479767,13,6,0.4615384638309479,0.0006196774775162339,0.000369873596355319
245,14928,0.00024769705487415195,0.1712639182806015,21,10,0.4761904776096344,3.2648561045789393e-06,-0.000244432216277346
246,7329,0.00023903869441710413,0.16759340465068817,5,5,1.0,0.00011894719500560313,-0.0001200915066874586
247,6938,0.00023872130259405822,0.41593560576438904,25,17,0.6800000071525574,0.00020102500275243074,-3.769630711758509e-05
248,5204,0.0002387032873230055,0.1637585610151291,8,6,0.75,8.834764230414294e-06,-0.00022986852854955941
249,1214,0.00023730777320452034,0.18613508343696594,17,12,0.7058823704719543,0.0001376088330289349,-9.969891107175499e-05
250,742,0.00023666168272029608,0.17617344856262207,4,2,0.5,1.6059595509432256e-05,-0.00022060210176277906
251,807,0.0002346408145967871,0.14355185627937317,18,9,0.5,0.0007245056913234293,0.0004898649058304727
252,6279,0.00023437193885911256,0.26451340317726135,19,12,0.6315789222717285,0.0004397747979965061,0.000205402888241224
253,4339,0.0002330522984266281,0.12627649307250977,32,19,0.59375,0.0007631568005308509,0.0005301045021042228
254,3507,0.00023290763783734292,0.1830727458000183,5,4,0.800000011920929,-2.244114875793457e-05,-0.0002553488011471927
255,4099,0.00023278500884771347,0.27061137557029724,19,15,0.7894737124443054,0.00040334725053980947,0.000170562241692096
256,12753,0.00023248521029017866,0.11261006444692612,15,7,0.46666666865348816,0.00043579525663517416,0.0002033100463449955
257,3457,0.00023230959777720273,0.08383607119321823,11,2,0.1818181872367859,3.723074769368395e-05,-0.00019507887191139162
258,5039,0.00023159089323598891,0.06270462274551392,12,5,0.4166666567325592,-0.0004685556050390005,-0.0007001465419307351
259,4958,0.00023068029258865863,0.3156718909740448,12,9,0.75,-0.00045603056787513196,-0.0006867108750157058
260,5954,0.00022914519649930298,0.15258876979351044,23,12,0.52173912525177,0.00010602655675029382,-0.0001231186033692211
261,10867,0.00022823266044724733,0.18272124230861664,16,7,0.4375,0.0005338081973604858,0.0003055755514651537
262,15655,0.0002275195438414812,0.13002870976924896,28,16,0.5714285969734192,0.000203812523977831,-2.3706988940830342e-05
263,12132,0.00022716909006703645,0.33130648732185364,23,15,0.6521739363670349,0.00024730846052989364,2.0139375919825397e-05
264,11535,0.00022654053464066237,0.09637432545423508,22,13,0.5909090638160706,0.00025812495732679963,3.158441177220084e-05
265,2537,0.000226465446758084,0.16743788123130798,15,7,0.46666666865348816,0.00012774912465829402,-9.871635120362043e-05
266,11003,0.00022631676984019578,0.19349567592144012,31,20,0.6451612710952759,-0.0003148855175822973,-0.0005412022583186626
267,15736,0.00022539608471561223,0.2729250490665436,30,17,0.5666666626930237,-0.00029731355607509613,-0.0005227096262387931
268,10872,0.00022389199875760823,0.220022514462471,4,3,0.75,0.00022389199875760823,0.0
269,8618,0.0002228436787845567,0.19207656383514404,10,6,0.6000000238418579,0.00028462274349294603,6.177903560455889e-05
270,15117,0.00022022239863872528,0.26694369316101074,18,13,0.7222222089767456,0.0002593419631011784,3.911956082447432e-05
271,7481,0.00021888664923608303,0.3953744173049927,25,19,0.7599999904632568,-0.00011245093628531322,-0.0003313376219011843
272,9380,0.00021747549180872738,0.1614391803741455,4,3,0.75,0.0004191179759800434,0.00020164248417131603
273,16173,0.00021700825891457498,0.2418789565563202,12,8,0.6666666865348816,-0.00012460161815397441,-0.0003416098770685494
274,8665,0.00021591034601442516,0.35295769572257996,19,11,0.5789473652839661,-0.00024168325762730092,-0.0004575936181936413
275,6602,0.0002156213449779898,0.29651302099227905,6,5,0.8333333134651184,0.00024336963542737067,2.774831955321133e-05
276,8509,0.00021407092572189867,0.16205617785453796,23,10,0.43478259444236755,0.0003896951675415039,0.00017562424181960523
277,10194,0.00021222283248789608,0.2879292368888855,15,8,0.5333333611488342,7.37033478799276e-05,-0.00013851947733201087
278,7287,0.00021200839546509087,0.032410576939582825,23,14,0.6086956262588501,0.0003352119820192456,0.00012320364476181567
279,7883,0.00021198776084929705,0.14792552590370178,28,16,0.5714285969734192,0.0005964948795735836,0.0003845070896204561
280,4672,0.0002118938573403284,0.16472265124320984,22,15,0.6818181872367859,-6.283536640694365e-05,-0.00027472927467897534
281,13813,0.00021180466865189373,0.06451164186000824,11,6,0.5454545617103577,0.00013284696615301073,-7.895768794696778e-05
282,8752,0.00021133417612873018,0.16209368407726288,19,10,0.5263158082962036,0.0001741429150570184,-3.719125743373297e-05
283,2845,0.0002104314335156232,0.1631525158882141,4,3,0.75,1.4849411854811478e-05,-0.00019558201893232763
284,11751,0.00021039722196292132,0.3563118278980255,9,7,0.7777777910232544,0.000256430939771235,4.6033710532356054e-05
285,10863,0.00021016686514485627,0.17750723659992218,10,7,0.699999988079071,-1.4639022992923856e-05,-0.00022480585903394967
286,788,0.00020988720643799752,0.15749922394752502,19,9,0.4736842215061188,-0.00043559251935221255,-0.0006454797694459558
287,8977,0.00020765951194334775,0.22085553407669067,8,6,0.75,-1.876190071925521e-05,-0.0002264214272145182
288,15919,0.0002064585278276354,0.2747558355331421,22,11,0.5,0.00034873164258897305,0.00014227311476133764
289,4470,0.00020617435802705586,0.20524249970912933,29,15,0.517241358757019,0.0007137615466490388,0.0005075872177258134
290,7428,0.00020609723287634552,0.34037598967552185,16,10,0.625,0.0002521814894862473,4.608428571373224e-05
291,5993,0.00020562433928716928,0.2105092853307724,22,13,0.5909090638160706,0.0003380291454959661,0.00013240482076071203
292,10430,0.0002039274259004742,0.19691690802574158,9,5,0.5555555820465088,0.00046717459917999804,0.00026324717327952385
293,9622,0.00020310103718657047,0.17788372933864594,11,6,0.5454545617103577,0.000169986771652475,-3.311425825813785e-05
294,7386,0.00020233452960383147,0.1264917403459549,21,12,0.5714285969734192,0.0007419860339723527,0.000539651489816606
295,8973,0.00020184670574963093,0.20861464738845825,12,5,0.4166666567325592,-0.00013434691936708987,-0.00033619359601289034
296,7241,0.00019977506599389017,0.190977543592453,21,14,0.6666666865348816,0.00025470153195783496,5.49264186702203e-05
297,9556,0.00019792362581938505,0.1424316167831421,20,12,0.6000000238418579,9.492429671809077e-05,-0.00010299930727342144
298,8249,0.0001977364590857178,0.11531782895326614,33,20,0.6060606241226196,-6.106089858803898e-05,-0.00025879734312184155
299,14323,0.0001963408139999956,0.2918810248374939,12,9,0.75,0.0003285350976511836,0.0001321942690992728
300,1529,0.0001963234244612977,0.2714393138885498,17,12,0.7058823704719543,-5.137438347446732e-05,-0.0002476978406775743
301,2516,0.00019523776427377015,0.11763767898082733,14,6,0.4285714328289032,-0.00020734903228003532,-0.00040258682565763593
302,13678,0.0001946651318576187,0.06267896294593811,24,6,0.25,0.000661765574477613,0.0004671004135161638
303,12115,0.00019453425193205476,0.28748852014541626,13,9,0.692307710647583,9.028731255966704e-06,-0.00018550550157669932
304,8372,0.00019399449229240417,0.2877354323863983,13,8,0.6153846383094788,0.0001282312732655555,-6.576319719897583e-05
305,7384,0.0001937963825184852,0.22498363256454468,14,6,0.4285714328289032,0.00021529445075429976,2.1498079149750993e-05
306,2604,0.00019363360479474068,0.14138628542423248,10,5,0.5,0.0001949668221641332,1.3331871286936803e-06
307,6369,0.00019343865278642625,0.1525591015815735,5,1,0.20000000298023224,0.0001975497871171683,4.111113867111271e-06
308,7154,0.00019300097483210266,0.269929438829422,23,13,0.5652173757553101,7.862009078962728e-05,-0.00011438090587034822
309,15528,0.0001928000565385446,0.12802179157733917,11,7,0.6363636255264282,0.00017394496535416692,-1.885510209831409e-05
310,5454,0.00019260446424596012,0.17531825602054596,14,6,0.4285714328289032,0.0001716889237286523,-2.0915560526191257e-05
311,2408,0.0001908003760036081,0.07598671317100525,13,8,0.6153846383094788,-0.0007397711160592735,-0.0009305714629590511
312,2750,0.0001907477853819728,0.21695557236671448,23,16,0.695652186870575,0.000238928638282232,4.818087109015323e-05
313,3355,0.00019073097791988403,0.13866320252418518,26,14,0.5384615659713745,0.0003334074863232672,0.00014267652295529842
314,2268,0.00019020141917280853,0.49452051520347595,29,24,0.8275862336158752,0.0002528195909690112,6.261817907216027e-05
315,1366,0.0001897899928735569,0.2510654628276825,11,8,0.7272727489471436,4.6014705731067806e-05,-0.0001437752798665315
316,1171,0.00018919185095001012,0.1696314662694931,11,7,0.6363636255264282,0.000294338446110487,0.00010514657333260402
317,673,0.0001891369465738535,0.1893025040626526,20,12,0.6000000238418579,0.0002493121719453484,6.0175218095537275e-05
318,15504,0.00018891016952693462,0.3148054778575897,14,10,0.7142857313156128,1.4869850929244421e-05,-0.0001740403240546584
319,7453,0.00018692019511945546,0.0576111301779747,16,7,0.4375,-0.00042919503175653517,-0.0006161152268759906
320,14951,0.0001856803719419986,0.2822115421295166,5,5,1.0,-0.00011177399574080482,-0.0002974543604068458
321,6218,0.00018385676958132535,0.44897112250328064,25,20,0.800000011920929,-8.35733226267621e-06,-0.00019221410911995918
322,10651,0.00018243103113491088,0.15227802097797394,12,5,0.4166666567325592,0.00019886398513335735,1.6432981283287518e-05
323,6865,0.00018054925021715462,0.05655808001756668,27,15,0.5555555820465088,4.971817907062359e-05,-0.00013083104568067938
324,1345,0.00017969222972169518,0.291061669588089,9,7,0.7777777910232544,-1.0741913683887105e-05,-0.00019043413340114057
325,9827,0.00017955509247258306,0.20838585495948792,9,7,0.7777777910232544,9.781791959539987e-06,-0.00016977329505607486
326,105,0.0001793997798813507,0.282135009765625,14,10,0.7142857313156128,0.000609723967500031,0.0004303242021705955
327,1956,0.00017883573309518397,0.12624098360538483,10,1,0.10000000149011612,1.206486649607541e-05,-0.0001667708856984973
328,2359,0.0001776756253093481,0.13719037175178528,14,7,0.5,0.0003290078020654619,0.00015133216220419854
329,3754,0.000177137233549729,0.16142064332962036,23,13,0.5652173757553101,-0.0008177681011147797,-0.0009949053637683392
330,4210,0.00017676041170489043,0.10698888450860977,24,15,0.625,0.00070903857704252,0.0005322781507857144
331,2194,0.00017670411034487188,0.19333547353744507,6,4,0.6666666865348816,5.078407775727101e-05,-0.00012592002167366445
332,10100,0.0001765384804457426,0.10431055724620819,27,15,0.5555555820465088,0.0005980586865916848,0.00042152023524977267
333,13229,0.0001757309801178053,0.15559569001197815,11,8,0.7272727489471436,0.00015090552915353328,-2.4825447326293215e-05
334,15943,0.00017438460781704634,0.13361488282680511,19,10,0.5263158082962036,0.0005886362632736564,0.0004142517573200166
335,13713,0.0001743622706271708,0.16292977333068848,7,6,0.8571428656578064,0.00015580188482999802,-1.8560396711109206e-05
336,13236,0.0001731891097733751,0.08255080878734589,9,4,0.4444444477558136,7.756199920549989e-05,-9.562709601595998e-05
337,13165,0.00017276874859817326,0.2242107093334198,15,11,0.7333333492279053,0.00011235295096412301,-6.0415779444156215e-05
338,6250,0.00017274888523388654,0.16203519701957703,7,4,0.5714285969734192,0.00017274888523388654,0.0
339,7321,0.00017255052807740867,0.19075077772140503,13,7,0.5384615659713745,-0.0002463969576638192,-0.0004189474566373974
340,15238,0.00017124973237514496,0.19765803217887878,11,9,0.8181818127632141,1.2720314771286212e-05,-0.00015852942306082696
341,3770,0.00017012571333907545,0.1631898581981659,19,9,0.4736842215061188,-2.102352664223872e-05,-0.00019114927272312343
342,14673,0.00017007708083838224,0.04730559512972832,40,21,0.5249999761581421,0.002725475002080202,0.0025553975719958544
343,14698,0.00016955487080849707,0.15083566308021545,17,8,0.47058823704719543,7.47137310099788e-05,-9.484114707447588e-05
344,12546,0.00016886205412447453,0.3832598328590393,17,12,0.7058823704719543,-1.6512925867573358e-05,-0.00018537497089710087
345,6668,0.00016659869288560003,0.23631182312965393,12,6,0.5,0.00019548635464161634,2.8887661756016314e-05
346,1895,0.0001655167288845405,0.36961543560028076,27,16,0.5925925970077515,0.0005535947857424617,0.0003880780714098364
347,12940,0.0001650475460337475,0.1778787225484848,9,7,0.7777777910232544,-6.390753696905449e-05,-0.0002289550902787596
348,1472,0.00016381029854528606,0.13156408071517944,21,9,0.4285714328289032,0.0001651995989959687,1.3893120467400877e-06
349,462,0.0001623860007384792,0.15213388204574585,7,2,0.2857142984867096,-4.395047199068358e-06,-0.0001667810429353267
350,5780,0.00016164025873877108,0.15589222311973572,4,3,0.75,3.354708314873278e-05,-0.0001280931755900383
351,4267,0.00016126403352245688,0.16074863076210022,22,12,0.5454545617103577,8.27621333883144e-05,-7.850187830626965e-05
352,3225,0.00016101531218737364,0.2525332272052765,15,9,0.6000000238418579,0.0001346339558949694,-2.6381367206340656e-05
353,15548,0.00016026667435653508,0.14488685131072998,23,12,0.52173912525177,0.00017692201072350144,1.6655334547976963e-05
354,508,0.0001565881830174476,0.27779242396354675,19,7,0.3684210479259491,0.00021922453015577048,6.263632531045005e-05
355,4922,0.00015601898485329002,0.1938813179731369,8,6,0.75,0.00024221677449531853,8.619778964202851e-05
356,5201,0.0001558497315272689,0.16498740017414093,15,7,0.46666666865348816,-3.821137215709314e-05,-0.00019406108185648918
357,6288,0.00015467029879800975,0.1857956051826477,9,6,0.6666666865348816,-0.00011574941163416952,-0.0002704197249840945
358,5498,0.00015458231791853905,0.10434098541736603,17,9,0.529411792755127,0.0006140089244581759,0.00045942654833197594
359,15632,0.00015431223437190056,0.13361720740795135,9,7,0.7777777910232544,0.00046695274068042636,0.0003126405063085258
360,5941,0.00015314482152462006,0.22185218334197998,11,7,0.6363636255264282,0.0001634697400731966,1.0324934919481166e-05
361,5441,0.00015289436851162463,0.2932635545730591,25,16,0.6399999856948853,-3.439600550336763e-05,-0.00018729036673903465
362,10859,0.00015281015657819808,0.2546251714229584,11,6,0.5454545617103577,4.388679371913895e-05,-0.00010892337013501674
363,9966,0.00015273407916538417,0.09476279467344284,25,12,0.47999998927116394,-0.0005786094116047025,-0.0007313435198739171
364,6778,0.00015239682397805154,0.2764943242073059,13,11,0.8461538553237915,4.1286315536126494e-05,-0.00011111052299384028
365,4837,0.00015212479047477245,0.13575813174247742,7,4,0.5714285969734192,0.00016502551443409175,1.2900728506792802e-05
366,5270,0.0001507463020971045,0.14383134245872498,20,13,0.6499999761581421,-5.180604784982279e-05,-0.00020255238632671535
367,4436,0.0001492508454248309,0.35055553913116455,7,5,0.7142857313156128,0.0002835995692294091,0.00013434872380457819
368,4507,0.00014867796562612057,0.24173566699028015,11,9,0.8181818127632141,-3.5060442314716056e-05,-0.00018373840430285782
369,6236,0.00014835661568213254,0.12290779501199722,6,1,0.1666666716337204,0.00014765186642762274,-7.047386816338985e-07
370,4750,0.0001479171187384054,0.14911706745624542,8,6,0.75,8.814820466795936e-05,-5.9768924984382465e-05
371,14129,0.0001477815385442227,0.2076614946126938,20,10,0.5,0.00019248522585257888,4.470369822229259e-05
372,3312,0.00014763935178052634,0.10447677224874496,13,5,0.38461539149284363,0.0001338614383712411,-1.3777920685242862e-05
373,4381,0.00014747478417120874,0.14063099026679993,22,13,0.5909090638160706,-0.00012534747656900436,-0.0002728222752921283
374,2374,0.0001472046715207398,0.12271814793348312,17,11,0.6470588445663452,-0.0005974347586743534,-0.0007446394884027541
375,4126,0.00014692754484713078,0.09965632110834122,11,8,0.7272727489471436,0.000393555877963081,0.0002466282749082893
376,4184,0.0001468189584556967,0.19209320843219757,17,11,0.6470588445663452,-0.00011193356476724148,-0.0002587524941191077
377,8295,0.00014605987234972417,0.17336241900920868,17,10,0.5882353186607361,5.592585512204096e-05,-9.01340099517256e-05
378,5635,0.00014592890511266887,0.13288606703281403,24,10,0.4166666567325592,0.0003727489965967834,0.00022682004782836884
379,3154,0.00014565850142389536,0.24912838637828827,19,11,0.5789473652839661,0.00011699751485139132,-2.8660997486440465e-05
380,14243,0.0001451092102797702,0.06553817540407181,15,9,0.6000000238418579,-5.200727537157945e-05,-0.00019711647473741323
381,528,0.00014492252375930548,0.3664969801902771,31,18,0.5806451439857483,6.725837010890245e-05,-7.766417547827587e-05
